"region","tdate","country","discharging_port","delivery_mode","customer_name","customer_group","category","pid","pallets","branding","total_volume","volume_per_container","incoterm","status1","Status2","payment_terms","payment_terms_days","price","estimated_freight","estimated_fob","sales_order","od","supplier","transporter","inspection","shipping_line","shipped_via","loading_date_at_plant","quantity_removed_from_the_site","stuffing_date","real_freight","real_fob","blno","sequence_date","transit_time","bldate","net_quantity","clearance_date","userComment","type_tc","port_loading","freight_invoice","freight_invoice2","freight_invoice3","days_of_storage","storage_cost","days_of_storage2","storage_cost2","days_of_storage3","storage_cost3","jours_half","jours_1","jours_2","jours_3","ac_status","contract_id","contract_status","invoice","Payment_status"
"Asia","2022-10-04","Morocco","BUENOS AIRES","Truck","ALF AMMAR","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","440","20","CIF","Deal concluded","CONFIRMED","CAD","60","780","25","0","1634","271","SVN","GAMMA","Inspectorate","MAERSK","MAERSK","2022-11-18","4840","2022-08-29","0","33","0","2022-06-18","15","2022-09-23","1200","2022-06-23","","20'","JORF LASFAR","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","19423","Not Paid\"
"Africa","2022-04-02","Nigeria","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","CP Group","DCP","0","1 pallet per 2 BB","Phosfeed","100","20","CFR","Deal concluded","CONFIRMED","L/C","45","780","30","35","1772","272","IPSEN","SEALAND","Inspectorate","MAERSK","HAPAG LLOYD","2022-08-17","1320","2022-05-29","40","36","0","2022-09-18","60","2022-05-22","100","2022-06-23","","20'","","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19832","Paid\"
"Asia","2022-04-02","Thailand","THESSALONIKI","Container","GREEFOS","ALF AMMAR","DCP","0","1 pallet per BB","Phosfeed","4400","25","CIF","Invoiced","CONFIRMED","D/A","15","690","44","35","1743","273","ONCF","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-04-15","110","2022-08-29","27","36","0","2022-09-18","30","0000-00-00","100","2022-09-23","","20'","","119178.58","0","0","2","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Asia","2022-07-03","Morocco","THESSALONIKI","Container","ESIFAR","ALF AMMAR","DCP","0","1 pallet per 2 BB","Phosfeed","550","20","CFR","Deal concluded","CONFIRMED","L/C","0","740","25","40","1435","274","ONCF","GAMMA","Inspectorate","MAERSK","SEALAND","2022-04-15","605","0000-00-00","0","36","0","2022-06-18","15","0000-00-00","1200","2022-05-22","","","JORF LASFAR","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18452","Paid\"
"Americas","2022-03-01","Nigeria","BUENOS AIRES","Container","CPF (Thailand) Public Company Limited","GREEFOS","DCP","0","1 pallet per 2 BB","Phosfeed","550","25","CIF","Deal concluded","CONFIRMED","D/A","15","730","25","40","1634","275","ONCF","MAERSK","Inspectorate","MAERSK","MAERSK","2022-11-19","4840","2022-04-27","40","33","0","2022-12-20","30","2022-12-25","4434","0000-00-00","","20'","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Draft","18732","Paid\"
"Americas","2022-10-05","Thailand","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CIF","Delivery in progress","CONFIRMED","CAD","60","690","20","37","1743","276","IPSEN","GAMMA","Inspectorate","SEALAND","SEALAND","2022-11-19","110","0000-00-00","19","40","237739812","2022-05-17","15","2022-09-23","1200","2022-06-23","","40' Dry","TANGER","116","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18732","Paid\"
"Local Market","2022-07-03","Thailand","BUENOS AIRES","Container","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","550","25","CFR","Invoiced","CONFIRMED","Cable bank transfer","15","730","20","0","1743","277","ONCF","CMA CGM","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","484","2022-08-29","19","36","0","0000-00-00","0","0000-00-00","1200","2022-12-25","","40' Dry","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","19423","Paid\"
"Asia","2022-04-02","Greece","LAGOS","Container","Vial/Vitafort","ALF AMMAR","DCP","0","1 pallet per BB","Neutre","1200","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","0","690","30","37","1435","278","IPSEN","SEALAND","Inspectorate","SEALAND","MAERSK","2022-04-15","4840","2022-08-29","0","38","1236876312","2022-06-18","30","0000-00-00","100","2022-05-22","","20'","CASABLANCA","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Europe","2022-10-04","Nigeria","LAGOS","Container","ESIFAR","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","440","25","EXW","Invoiced","CONFIRMED","CAD","45","610","30","37","1772","279","IPSEN","MAERSK","Inspectorate","BDP","SEALAND","2022-05-17","4840","2022-05-29","0","40","1236876312","2022-09-18","15","2022-12-25","100","2022-09-23","","20'","","0","0","0","0","84.91","0","0","0","0","3","0","0","0","Sent","1382","Draft","18732","Not Paid\"
"Asia","2022-04-02","Thailand","BUENOS AIRES","Container","ALF AMMAR","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","15","780","25","0","1772","280","SVN","MAERSK","Inspectorate","CMA CGM","MAERSK","2022-05-17","605","2022-04-27","40","40","1236876312","2022-06-18","30","2022-09-23","440","2022-12-25","","","","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18732","Paid\"
"Local Market","2022-10-04","Argentina","","Vessel","CPF (Thailand) Public Company Limited","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","550","22","EXW","Deal concluded","CONFIRMED","L/C","90","730","0","35","1772","281","ONCF","MAERSK","Inspectorate","CMA CGM","MAERSK","2022-08-17","605","2022-05-29","0","38","0","0000-00-00","25","2022-05-22","100","0000-00-00","","","TANGER","137986.14","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1982","Draft","18732","Paid\"
"Asia","2022-04-02","Greece","LAT KRABANG","Vessel","ALF AMMAR","Vial/Vitafort","DCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Invoiced","CONFIRMED","Cable bank transfer","60","740","44","37","1772","282","IPSEN","HAPAG LLOYD","Inspectorate","BDP","HAPAG LLOYD","2022-11-18","1320","2022-05-29","40","33","1236876312","2022-09-18","0","2022-09-23","100","2022-05-22","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","18668","Paid\"
"Europe","2022-03-01","Morocco","BUENOS AIRES","Container","GREEFOS","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","22","CFR","Invoiced","CONFIRMED","D/A","90","730","0","37","1634","283","IPSEN","MAERSK","Inspectorate","CMA CGM","MAERSK","2022-08-17","484","2022-08-29","33","0","0","2022-12-20","60","2022-05-22","1200","2022-06-23","","","","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19832","Paid\"
"Local Market","2022-03-01","Morocco","LAGOS","Container","Vial/Vitafort","CP Group","DCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","740","25","0","1772","284","SVN","SEALAND","Inspectorate","SEALAND","MAERSK","2022-11-19","110","0000-00-00","27","33","0","2022-06-18","0","2022-09-23","4434","2022-12-25","","20'","","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1398","Signed Customer","19832","Paid\"
"Europe","2022-10-05","Morocco","LAT KRABANG","Vessel","CPF (Thailand) Public Company Limited","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","100","20","CFR","Finalized","CONFIRMED","Cable bank transfer","15","730","25","40","1843","285","SVN","MAERSK","Inspectorate","SEALAND","MAERSK","2022-08-17","4840","2022-05-29","33","38","1236876312","2022-12-20","0","2022-06-23","4434","2022-09-23","","20'","TANGER","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Africa","2022-07-03","Greece","LAT KRABANG","Container","GREEFOS","GREEFOS","DCP","0","1 pallet per 2 BB","Neutre","440","22","EXW","Deal concluded","CONFIRMED","Cable bank transfer","90","740","20","37","1634","286","SVN","GAMMA","Inspectorate","MAERSK","SEALAND","2022-11-19","4840","2022-05-29","33","40","0","2022-06-18","30","2022-09-23","4434","2022-06-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Draft","19832","Paid\"
"Americas","2022-04-02","Nigeria","LAGOS","Container","CPF (Thailand) Public Company Limited","CP Group","DCP","0","1 pallet per BB","Phosfeed","4400","25","EXW","Delivery in progress","CONFIRMED","L/C","15","610","25","0","1843","287","ONCF","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-11-18","4840","2022-11-30","40","38","237739812","0000-00-00","60","0000-00-00","440","2022-05-22","","20'","","137986.14","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1982","Signed Customer","19423","Paid\"
"Asia","2022-07-03","Thailand","LAGOS","Truck","ESIFAR","ESIFAR","DCP","0","1 pallet per 2 BB","Phosfeed","550","22","CFR","Delivery in progress","CONFIRMED","D/A","0","730","0","0","1843","288","IPSEN","CMA CGM","Inspectorate","CMA CGM","MAERSK","2022-11-19","4840","0000-00-00","19","33","0","2022-06-18","25","2022-05-22","440","2022-06-23","","20'","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19832","Paid\"
"Local Market","2022-03-01","Morocco","BUENOS AIRES","Container","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","550","25","CFR","Deal concluded","CONFIRMED","D/A","15","690","25","37","1435","289","IPSEN","GAMMA","Inspectorate","CMA CGM","MAERSK","2022-11-19","110","2022-11-30","40","38","0","2022-09-18","30","2022-06-23","440","0000-00-00","","40' Dry","","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed Customer","19832","Paid\"
"Africa","2022-07-03","Morocco","","Truck","GREEFOS","Vial/Vitafort","MCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Finalized","CONFIRMED","Cable bank transfer","15","690","25","37","1634","290","IPSEN","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-05-17","484","2022-08-29","0","38","0","0000-00-00","25","0000-00-00","100","2022-06-23","","40' Dry","TANGER","137986.14","2280.23","0","0","0","0","0","0","0","3","0","0","0","Sent","1982","Draft","18732","Paid\"
"Africa","2022-10-04","Argentina","THESSALONIKI","Container","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","100","20","CFR","Invoiced","CONFIRMED","D/A","0","740","25","35","1634","291","SVN","HAPAG LLOYD","Inspectorate","SEALAND","HAPAG LLOYD","2022-08-17","605","0000-00-00","27","33","0","2022-09-18","15","2022-09-23","550","2022-06-23","","40' Dry","CASABLANCA","0","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","18732","Paid\"
"Europe","2022-07-03","Greece","LAGOS","Vessel","GREEFOS","CP Group","MDCP","0","1 pallet per BB","Phosfeed","100","20","CFR","Invoiced","CONFIRMED","D/A","60","610","20","37","1843","292","IPSEN","MAERSK","Inspectorate","CMA CGM","SEALAND","2022-04-15","110","2022-08-29","19","36","0","0000-00-00","30","2022-06-23","550","2022-09-23","","20'","JORF LASFAR","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19832","Paid\"
"Africa","2022-04-02","Morocco","THESSALONIKI","Vessel","GREEFOS","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","4400","20","CFR","Finalized","CONFIRMED","Cable bank transfer","90","730","30","35","1743","293","SVN","GAMMA","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","605","2022-05-29","0","36","0","2022-05-17","60","0000-00-00","4434","2022-06-23","","20'","CASABLANCA","0","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19423","Not Paid\"
"Europe","2022-10-04","Greece","LAT KRABANG","Container","ESIFAR","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Neutre","440","20","EXW","Invoiced","CONFIRMED","Cable bank transfer","90","730","25","0","1743","294","ONCF","CMA CGM","Inspectorate","MAERSK","HAPAG LLOYD","2022-11-18","4840","2022-08-29","27","33","0","2022-06-18","30","0000-00-00","100","0000-00-00","","20'","JORF LASFAR","116","2280.23","0","0","0","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","19832","Not Paid\"
"Europe","2022-04-02","Thailand","BUENOS AIRES","Container","GREEFOS","Vial/Vitafort","MCP","0","1 pallet per BB","Phosfeed","550","20","CIF","Finalized","CONFIRMED","Cable bank transfer","60","780","20","37","1634","295","IPSEN","CMA CGM","Inspectorate","CMA CGM","CMA CGM","2022-04-15","605","0000-00-00","33","33","0","2022-12-20","25","2022-09-23","1200","2022-05-22","","20'","JORF LASFAR","116","2280.23","0","2","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18668","Paid\"
"Local Market","2022-04-02","Thailand","THESSALONIKI","Container","Vial/Vitafort","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Neutre","4400","20","EXW","Deal concluded","CONFIRMED","Cable bank transfer","60","780","0","35","1435","296","IPSEN","GAMMA","Inspectorate","HAPAG LLOYD","CMA CGM","2022-11-18","484","0000-00-00","40","40","1236876312","2022-05-17","0","0000-00-00","550","0000-00-00","","40' Dry","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","18732","Paid\"
"Europe","2022-10-05","Argentina","","Truck","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","L/C","0","780","44","35","1843","297","IPSEN","SEALAND","Inspectorate","MAERSK","SEALAND","2022-04-15","4840","2022-05-29","0","36","0","0000-00-00","25","0000-00-00","100","2022-05-22","","","TANGER","119178.58","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","19832","Not Paid\"
"Africa","2022-04-02","Argentina","LAGOS","Vessel","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Neutre","550","22","EXW","Delivery in progress","CONFIRMED","L/C","45","610","30","40","1843","298","IPSEN","HAPAG LLOYD","Inspectorate","SEALAND","CMA CGM","2022-11-19","1320","2022-11-30","27","33","1236876312","2022-12-20","60","2022-12-25","1200","2022-06-23","","20'","JORF LASFAR","116","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1382","Signed OCP","19832","Not Paid\"
"Europe","2022-03-01","Greece","BUENOS AIRES","Container","GREEFOS","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","45","740","44","37","1772","299","SVN","SEALAND","Inspectorate","BDP","CMA CGM","2022-05-17","605","2022-04-27","19","38","237739812","2022-06-18","0","2022-06-23","440","2022-06-23","","40' Dry","CASABLANCA","116","2280.23","0","0","0","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","18732","Paid\"
"Europe","2022-10-04","Morocco","","Vessel","ESIFAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","L/C","45","740","30","37","1435","300","SVN","GAMMA","Inspectorate","SEALAND","CMA CGM","2022-04-15","484","2022-05-29","0","40","0","2022-12-20","0","2022-06-23","4434","0000-00-00","","","TANGER","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","19832","Paid\"
"Africa","2022-10-05","Nigeria","LAT KRABANG","Container","ESIFAR","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","4400","25","CFR","Invoiced","CONFIRMED","CAD","45","780","30","0","1843","301","SVN","CMA CGM","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-08-17","484","2022-05-29","33","40","0","2022-09-18","60","2022-09-23","4434","2022-05-22","","20'","JORF LASFAR","0","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","18732","Paid\"
"Africa","2022-07-03","Greece","THESSALONIKI","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","440","22","EXW","Deal concluded","CONFIRMED","L/C","15","690","44","35","1743","302","SVN","GAMMA","Inspectorate","HAPAG LLOYD","SEALAND","2022-11-19","484","2022-11-30","33","38","1236876312","2022-09-18","30","2022-09-23","100","2022-05-22","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","18668","Paid\"
"Europe","2022-04-02","Morocco","LAT KRABANG","Container","ESIFAR","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Finalized","CONFIRMED","CAD","45","690","30","40","1772","303","SVN","GAMMA","Inspectorate","SEALAND","MAERSK","2022-05-17","605","2022-08-29","33","33","237739812","2022-12-20","0","0000-00-00","100","0000-00-00","","20'","TANGER","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18452","Not Paid\"
"Local Market","2022-10-04","Thailand","THESSALONIKI","Container","CPF (Thailand) Public Company Limited","CP Group","DCP","0","1 pallet per BB","Phosfeed","100","20","EXW","Deal concluded","CONFIRMED","Cable bank transfer","15","740","30","0","1435","304","ONCF","CMA CGM","Inspectorate","SEALAND","CMA CGM","2022-11-19","110","0000-00-00","27","36","1236876312","2022-05-17","25","2022-12-25","100","2022-06-23","","","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Draft","19832","Paid\"
"Asia","2022-10-05","Nigeria","THESSALONIKI","Vessel","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","550","20","CFR","Deal concluded","CONFIRMED","CAD","15","730","44","37","1772","305","SVN","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-18","605","0000-00-00","0","36","1236876312","2022-05-17","25","2022-06-23","100","2022-12-25","","","TANGER","119178.58","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","18732","Not Paid\"
"Europe","2022-10-04","Argentina","LAGOS","Vessel","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Neutre","4400","22","CIF","Delivery in progress","CONFIRMED","D/A","90","610","0","37","1435","306","IPSEN","SEALAND","Inspectorate","MAERSK","SEALAND","2022-11-18","1320","0000-00-00","0","36","0","2022-09-18","30","2022-12-25","440","2022-06-23","","20'","","0","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1982","Draft","18668","Not Paid\"
"Asia","2022-10-04","Greece","LAT KRABANG","Truck","GREEFOS","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","4400","20","EXW","Finalized","CONFIRMED","Cable bank transfer","60","610","30","37","1772","307","SVN","MAERSK","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-18","4840","2022-04-27","27","40","1236876312","2022-06-18","15","0000-00-00","440","0000-00-00","","20'","TANGER","0","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1443","Signed Customer","19832","Paid\"
"Africa","2022-10-05","Thailand","LAGOS","Container","ESIFAR","ALF AMMAR","DCP","0","1 pallet per 2 BB","Phosfeed","550","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","690","44","37","1772","308","ONCF","SEALAND","Inspectorate","SEALAND","SEALAND","2022-11-18","4840","2022-05-29","33","33","0","2022-05-17","25","2022-12-25","100","2022-06-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19832","Paid\"
"Americas","2022-04-02","Morocco","LAGOS","Truck","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","100","20","CFR","Invoiced","CONFIRMED","CAD","45","780","20","0","1743","309","IPSEN","SEALAND","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-08-17","1320","2022-05-29","0","36","1236876312","2022-05-17","15","2022-12-25","550","2022-06-23","","20'","CASABLANCA","137986.14","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1443","Signed Customer","19832","Paid\"
