did,Region,Status,Status II,Volume per container,Estimated Freight,Country,Discharging Port,Type TC,Delivery Mode,Avis de Chargement status,Fret réel,Transit time,Supplier,Shipped Via,Shipping Line ,PORT LOADING,Transporter,1/2 jours,1 JOURS,2 JOURS,3 JOURS
754,Europe,Invoiced,CONFIRMED,20,30,Greece,LAT KRABANG,20',Container,Sent,33,30.0,SVN,MAERSK,BDP,CASABLANCA,SEALAND,,,,
755,Americas,Deal concluded,CONFIRMED,20,44,Greece,,20',Container,Sent,27,60.0,SVN,SEALAND,MAERSK,CASABLANCA,GAMMA,,,,
756,Africa,Delivery in progress,CONFIRMED,20,20,Thailand,BUENOS AIRES,20',Container,Sent,33,25.0,SVN,MAERSK,SEALAND,,MAERSK,,,,0.0
757,Africa,Delivery in progress,CONFIRMED,22,30,Morocco,BUENOS AIRES,20',Container,Sent,40,30.0,IPSEN,SEALAND,CMA CGM,,MAERSK,,,0.0,
758,Africa,Finalized,CONFIRMED,22,30,Argentina,LAT KRABANG,40' Dry,Container,Sent,0,30.0,ONCF,CMA CGM,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,1.0,,
759,Local Market,Invoiced,CONFIRMED,22,44,Greece,THESSALONIKI,20',Truck,Sent,33,25.0,SVN,MAERSK,CMA CGM,CASABLANCA,HAPAG LLOYD,,,,
760,Local Market,Deal concluded,CONFIRMED,22,0,Nigeria,THESSALONIKI,,Container,Sent,40,15.0,IPSEN,MAERSK,MAERSK,,MAERSK,,,,
761,Local Market,Delivery in progress,CONFIRMED,22,0,Greece,LAT KRABANG,40' Dry,Vessel,Sent,0,30.0,SVN,MAERSK,MAERSK,JORF LASFAR,HAPAG LLOYD,,,,
762,Local Market,Deal concluded,CONFIRMED,25,44,Greece,LAT KRABANG,,Vessel,Sent,0,30.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,CMA CGM,,,0.0,
763,Americas,Finalized,CONFIRMED,20,30,Greece,,,Container,Sent,19,60.0,IPSEN,MAERSK,BDP,,CMA CGM,,,0.0,
764,Africa,Deal concluded,CONFIRMED,22,25,Morocco,,40' Dry,Truck,Sent,19,60.0,IPSEN,MAERSK,MAERSK,,MAERSK,,1.0,0.0,0.0
765,Africa,Delivery in progress,CONFIRMED,25,0,Nigeria,LAT KRABANG,,Truck,Sent,19,30.0,IPSEN,MAERSK,HAPAG LLOYD,,CMA CGM,3.0,,,
766,Asia,Finalized,CONFIRMED,20,25,Nigeria,LAGOS,,Container,Sent,27,25.0,SVN,MAERSK,BDP,CASABLANCA,MAERSK,,,0.0,
767,Americas,Invoiced,CONFIRMED,20,0,Argentina,,20',Vessel,Sent,33,15.0,IPSEN,MAERSK,MAERSK,TANGER,SEALAND,3.0,,,0.0
768,Asia,Deal concluded,CONFIRMED,20,44,Nigeria,LAT KRABANG,,Container,Sent,40,15.0,SVN,CMA CGM,BDP,,HAPAG LLOYD,,,,
769,Asia,Deal concluded,CONFIRMED,20,20,Greece,LAT KRABANG,20',Vessel,Sent,0,15.0,ONCF,MAERSK,CMA CGM,JORF LASFAR,MAERSK,,1.0,,
770,Asia,Delivery in progress,CONFIRMED,25,20,Argentina,BUENOS AIRES,20',Container,Sent,0,60.0,ONCF,HAPAG LLOYD,BDP,,CMA CGM,,,,
771,Africa,Delivery in progress,CONFIRMED,25,0,Morocco,THESSALONIKI,20',Container,Sent,33,60.0,SVN,MAERSK,CMA CGM,JORF LASFAR,GAMMA,,,0.0,
772,Local Market,Delivery in progress,CONFIRMED,22,44,Morocco,LAGOS,20',Vessel,Sent,40,15.0,SVN,SEALAND,BDP,TANGER,MAERSK,,,,
773,Americas,Invoiced,CONFIRMED,20,30,Argentina,,,Container,Sent,40,60.0,ONCF,MAERSK,MAERSK,CASABLANCA,SEALAND,,,,
774,Africa,Finalized,CONFIRMED,20,44,Thailand,BUENOS AIRES,20',Container,Sent,0,25.0,IPSEN,MAERSK,HAPAG LLOYD,,SEALAND,,,,
775,Africa,Invoiced,CONFIRMED,20,25,Morocco,BUENOS AIRES,40' Dry,Container,Sent,0,,SVN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,MAERSK,3.0,1.0,,0.0
776,Europe,Invoiced,CONFIRMED,20,30,Greece,LAGOS,20',Container,Sent,19,30.0,SVN,MAERSK,CMA CGM,,SEALAND,,1.0,0.0,
777,Africa,Finalized,CONFIRMED,22,44,Nigeria,THESSALONIKI,20',Vessel,Sent,27,15.0,IPSEN,CMA CGM,BDP,CASABLANCA,MAERSK,,1.0,0.0,
778,Africa,Finalized,CONFIRMED,20,25,Thailand,BUENOS AIRES,20',Container,Sent,0,,IPSEN,SEALAND,HAPAG LLOYD,TANGER,MAERSK,3.0,1.0,0.0,
779,Local Market,Invoiced,CONFIRMED,25,20,Nigeria,LAGOS,20',Container,Sent,27,25.0,IPSEN,SEALAND,MAERSK,JORF LASFAR,CMA CGM,,,,
780,Africa,Delivery in progress,CONFIRMED,20,0,Argentina,,20',Container,Sent,0,15.0,SVN,MAERSK,CMA CGM,TANGER,HAPAG LLOYD,3.0,1.0,,0.0
781,Local Market,Deal concluded,CONFIRMED,25,0,Argentina,LAT KRABANG,40' Dry,Container,Sent,40,,IPSEN,MAERSK,SEALAND,CASABLANCA,GAMMA,,,,
782,Europe,Finalized,CONFIRMED,25,25,Greece,LAGOS,20',Truck,Sent,27,,IPSEN,CMA CGM,HAPAG LLOYD,CASABLANCA,CMA CGM,,,,
783,Local Market,Finalized,CONFIRMED,20,25,Thailand,BUENOS AIRES,40' Dry,Truck,Sent,27,60.0,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,GAMMA,,,0.0,
784,Asia,Finalized,CONFIRMED,20,44,Morocco,LAGOS,20',Vessel,Sent,33,,IPSEN,MAERSK,CMA CGM,,SEALAND,,,0.0,
785,Local Market,Deal concluded,CONFIRMED,22,25,Greece,,40' Dry,Truck,Sent,40,30.0,ONCF,CMA CGM,CMA CGM,JORF LASFAR,SEALAND,3.0,,0.0,
786,Americas,Deal concluded,CONFIRMED,22,20,Greece,THESSALONIKI,20',Container,Sent,40,30.0,SVN,CMA CGM,BDP,,GAMMA,3.0,,0.0,
787,Asia,Finalized,CONFIRMED,22,25,Morocco,LAGOS,20',Vessel,Sent,27,,SVN,HAPAG LLOYD,HAPAG LLOYD,,HAPAG LLOYD,,,,
788,Americas,Invoiced,CONFIRMED,20,44,Argentina,LAT KRABANG,40' Dry,Container,Sent,27,15.0,IPSEN,CMA CGM,MAERSK,JORF LASFAR,HAPAG LLOYD,,,,
789,Africa,Invoiced,CONFIRMED,25,20,Greece,THESSALONIKI,20',Container,Sent,40,25.0,SVN,HAPAG LLOYD,CMA CGM,CASABLANCA,CMA CGM,3.0,,,
790,Local Market,Finalized,CONFIRMED,22,44,Nigeria,,20',Truck,Sent,27,15.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,MAERSK,,,,0.0
791,Americas,Delivery in progress,CONFIRMED,20,44,Morocco,LAT KRABANG,20',Container,Sent,40,15.0,IPSEN,CMA CGM,CMA CGM,JORF LASFAR,CMA CGM,,,,
792,Local Market,Invoiced,CONFIRMED,22,44,Morocco,LAT KRABANG,40' Dry,Vessel,Sent,27,25.0,SVN,MAERSK,HAPAG LLOYD,JORF LASFAR,MAERSK,3.0,1.0,,0.0
793,Asia,Deal concluded,CONFIRMED,20,25,Nigeria,,,Container,Sent,40,30.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,SEALAND,,,,
794,Americas,Deal concluded,CONFIRMED,20,25,Thailand,BUENOS AIRES,40' Dry,Vessel,Sent,19,30.0,SVN,MAERSK,HAPAG LLOYD,TANGER,MAERSK,3.0,,,
795,Asia,Finalized,CONFIRMED,22,30,Greece,LAGOS,,Container,Sent,33,25.0,SVN,MAERSK,HAPAG LLOYD,TANGER,GAMMA,,,,
796,Europe,Invoiced,CONFIRMED,20,0,Thailand,THESSALONIKI,40' Dry,Container,Sent,33,30.0,SVN,MAERSK,SEALAND,CASABLANCA,MAERSK,,,,
797,Local Market,Finalized,CONFIRMED,20,20,Argentina,THESSALONIKI,20',Container,Sent,27,25.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,GAMMA,,,,
798,Local Market,Finalized,CONFIRMED,20,20,Greece,LAT KRABANG,20',Truck,Sent,27,,ONCF,SEALAND,SEALAND,,SEALAND,,,,
799,Africa,Deal concluded,CONFIRMED,20,30,Greece,THESSALONIKI,40' Dry,Container,Sent,33,25.0,SVN,HAPAG LLOYD,CMA CGM,CASABLANCA,SEALAND,,,,
800,Africa,Finalized,CONFIRMED,25,30,Thailand,,40' Dry,Truck,Sent,27,30.0,IPSEN,MAERSK,SEALAND,,HAPAG LLOYD,,,,0.0
801,Asia,Deal concluded,CONFIRMED,20,25,Thailand,LAGOS,40' Dry,Container,Sent,40,30.0,SVN,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,,0.0,0.0
802,Local Market,Invoiced,CONFIRMED,20,44,Argentina,LAT KRABANG,20',Vessel,Sent,33,25.0,IPSEN,CMA CGM,MAERSK,JORF LASFAR,SEALAND,,1.0,,
803,Americas,Finalized,CONFIRMED,20,25,Greece,LAT KRABANG,20',Container,Sent,40,25.0,IPSEN,MAERSK,MAERSK,JORF LASFAR,GAMMA,,1.0,,
804,Asia,Deal concluded,CONFIRMED,22,0,Greece,BUENOS AIRES,20',Truck,Sent,27,30.0,IPSEN,SEALAND,SEALAND,TANGER,MAERSK,3.0,,,
805,Europe,Finalized,CONFIRMED,22,44,Nigeria,LAGOS,20',Container,Sent,0,25.0,IPSEN,SEALAND,HAPAG LLOYD,TANGER,HAPAG LLOYD,,,0.0,
806,Asia,Finalized,CONFIRMED,22,44,Greece,,40' Dry,Vessel,Sent,19,30.0,SVN,MAERSK,MAERSK,CASABLANCA,HAPAG LLOYD,,1.0,0.0,
807,Europe,Deal concluded,CONFIRMED,22,30,Argentina,THESSALONIKI,40' Dry,Container,Sent,0,15.0,IPSEN,MAERSK,BDP,CASABLANCA,SEALAND,,,,
808,Americas,Deal concluded,CONFIRMED,20,25,Nigeria,THESSALONIKI,20',Truck,Sent,0,30.0,SVN,HAPAG LLOYD,MAERSK,TANGER,SEALAND,,,,
809,Americas,Delivery in progress,CONFIRMED,22,30,Morocco,BUENOS AIRES,20',Container,Sent,19,30.0,IPSEN,MAERSK,CMA CGM,JORF LASFAR,MAERSK,3.0,,,
810,Africa,Delivery in progress,CONFIRMED,20,44,Argentina,,20',Container,Sent,40,25.0,IPSEN,MAERSK,MAERSK,TANGER,SEALAND,,,,
811,Americas,Delivery in progress,CONFIRMED,20,25,Morocco,LAGOS,20',Container,Sent,27,,IPSEN,CMA CGM,BDP,,GAMMA,,,0.0,
812,Asia,Delivery in progress,CONFIRMED,20,20,Nigeria,LAT KRABANG,,Container,Sent,40,30.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,SEALAND,,,,
813,Americas,Deal concluded,CONFIRMED,22,25,Thailand,LAT KRABANG,20',Container,Sent,40,60.0,ONCF,HAPAG LLOYD,SEALAND,,SEALAND,3.0,,,
814,Americas,Finalized,CONFIRMED,25,0,Argentina,BUENOS AIRES,20',Container,Sent,19,60.0,SVN,HAPAG LLOYD,SEALAND,TANGER,MAERSK,3.0,1.0,,
815,Americas,Finalized,CONFIRMED,22,20,Morocco,THESSALONIKI,,Truck,Sent,19,15.0,IPSEN,SEALAND,SEALAND,JORF LASFAR,SEALAND,,1.0,,
816,Asia,Finalized,CONFIRMED,22,30,Greece,LAGOS,20',Container,Sent,19,25.0,ONCF,MAERSK,SEALAND,CASABLANCA,GAMMA,,,,0.0
817,Europe,Finalized,CONFIRMED,20,30,Morocco,BUENOS AIRES,,Container,Sent,33,60.0,ONCF,SEALAND,HAPAG LLOYD,CASABLANCA,MAERSK,,,,
818,Local Market,Invoiced,CONFIRMED,22,44,Greece,LAT KRABANG,20',Container,Sent,40,15.0,IPSEN,CMA CGM,BDP,,GAMMA,,,,
819,Americas,Invoiced,CONFIRMED,22,44,Argentina,,20',Vessel,Sent,27,25.0,IPSEN,HAPAG LLOYD,SEALAND,,GAMMA,,1.0,,
820,Asia,Deal concluded,CONFIRMED,22,0,Greece,,40' Dry,Truck,Sent,33,,IPSEN,HAPAG LLOYD,HAPAG LLOYD,,HAPAG LLOYD,,,,0.0
821,Americas,Invoiced,CONFIRMED,25,20,Greece,THESSALONIKI,20',Container,Sent,19,,SVN,MAERSK,BDP,,CMA CGM,,1.0,,
822,Africa,Deal concluded,CONFIRMED,22,44,Greece,THESSALONIKI,20',Container,Sent,33,25.0,SVN,MAERSK,BDP,CASABLANCA,CMA CGM,,,,
823,Africa,Deal concluded,CONFIRMED,20,20,Greece,LAT KRABANG,20',Container,Sent,40,25.0,IPSEN,MAERSK,MAERSK,CASABLANCA,MAERSK,,,,0.0
824,Asia,Finalized,CONFIRMED,20,25,Thailand,LAGOS,,Container,Sent,27,25.0,ONCF,CMA CGM,SEALAND,CASABLANCA,MAERSK,3.0,1.0,,
825,Africa,Deal concluded,CONFIRMED,22,30,Greece,THESSALONIKI,40' Dry,Container,Sent,19,15.0,ONCF,HAPAG LLOYD,CMA CGM,CASABLANCA,CMA CGM,,,0.0,
826,Local Market,Invoiced,CONFIRMED,22,20,Argentina,LAT KRABANG,40' Dry,Vessel,Sent,0,15.0,IPSEN,HAPAG LLOYD,MAERSK,CASABLANCA,GAMMA,,,,
827,Local Market,Deal concluded,CONFIRMED,20,20,Nigeria,LAGOS,,Container,Sent,40,60.0,IPSEN,MAERSK,BDP,CASABLANCA,GAMMA,,1.0,,
828,Europe,Deal concluded,CONFIRMED,20,20,Thailand,LAGOS,20',Vessel,Sent,40,15.0,SVN,HAPAG LLOYD,SEALAND,,SEALAND,,,,
829,Americas,Delivery in progress,CONFIRMED,22,0,Greece,THESSALONIKI,20',Container,Sent,0,30.0,SVN,MAERSK,MAERSK,,GAMMA,,,,
830,Africa,Deal concluded,CONFIRMED,20,0,Morocco,THESSALONIKI,,Truck,Sent,33,15.0,SVN,CMA CGM,MAERSK,CASABLANCA,HAPAG LLOYD,3.0,,,
831,Europe,Deal concluded,CONFIRMED,20,30,Argentina,LAGOS,20',Container,Sent,33,15.0,IPSEN,MAERSK,SEALAND,CASABLANCA,CMA CGM,,,,
832,Americas,Deal concluded,CONFIRMED,22,44,Thailand,THESSALONIKI,20',Truck,Sent,19,30.0,SVN,SEALAND,HAPAG LLOYD,TANGER,MAERSK,,,,0.0
833,Asia,Invoiced,CONFIRMED,22,30,Nigeria,THESSALONIKI,20',Vessel,Sent,40,30.0,SVN,HAPAG LLOYD,CMA CGM,JORF LASFAR,HAPAG LLOYD,,1.0,0.0,
834,Local Market,Deal concluded,CONFIRMED,22,25,Nigeria,,20',Vessel,Sent,33,60.0,SVN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,GAMMA,,,0.0,
835,Europe,Invoiced,CONFIRMED,22,44,Nigeria,BUENOS AIRES,20',Vessel,Sent,27,30.0,IPSEN,MAERSK,CMA CGM,,SEALAND,,,,
836,Africa,Invoiced,CONFIRMED,22,44,Thailand,BUENOS AIRES,,Container,Sent,27,25.0,IPSEN,CMA CGM,BDP,JORF LASFAR,GAMMA,,1.0,,
837,Europe,Deal concluded,CONFIRMED,22,20,Morocco,THESSALONIKI,20',Vessel,Sent,40,60.0,IPSEN,SEALAND,CMA CGM,CASABLANCA,SEALAND,3.0,,0.0,
838,Europe,Invoiced,CONFIRMED,20,20,Argentina,BUENOS AIRES,20',Container,Sent,27,15.0,SVN,MAERSK,HAPAG LLOYD,CASABLANCA,MAERSK,,,,0.0
839,Europe,Finalized,CONFIRMED,25,0,Thailand,THESSALONIKI,40' Dry,Container,Sent,0,25.0,IPSEN,CMA CGM,SEALAND,CASABLANCA,GAMMA,,,,
840,Europe,Delivery in progress,CONFIRMED,25,0,Thailand,LAT KRABANG,20',Truck,Sent,27,60.0,IPSEN,SEALAND,CMA CGM,CASABLANCA,HAPAG LLOYD,,,,
841,Americas,Deal concluded,CONFIRMED,22,30,Greece,LAT KRABANG,,Vessel,Sent,0,60.0,ONCF,MAERSK,CMA CGM,CASABLANCA,HAPAG LLOYD,,,,
842,Africa,Invoiced,CONFIRMED,20,44,Nigeria,BUENOS AIRES,20',Container,Sent,33,,SVN,HAPAG LLOYD,MAERSK,CASABLANCA,HAPAG LLOYD,,,0.0,
843,Asia,Invoiced,CONFIRMED,22,20,Argentina,LAT KRABANG,20',Container,Sent,33,,IPSEN,SEALAND,HAPAG LLOYD,,CMA CGM,,,,
844,Africa,Delivery in progress,CONFIRMED,20,44,Thailand,LAT KRABANG,,Container,Sent,27,60.0,SVN,SEALAND,CMA CGM,,CMA CGM,,,,
845,Local Market,Finalized,CONFIRMED,25,44,Morocco,LAGOS,,Vessel,Sent,33,60.0,IPSEN,MAERSK,BDP,CASABLANCA,MAERSK,,,,0.0
846,Asia,Deal concluded,CONFIRMED,25,25,Morocco,,40' Dry,Container,Sent,40,,ONCF,CMA CGM,MAERSK,CASABLANCA,GAMMA,3.0,1.0,,0.0
847,Asia,Invoiced,CONFIRMED,20,25,Argentina,LAT KRABANG,,Container,Sent,0,25.0,SVN,MAERSK,HAPAG LLOYD,TANGER,HAPAG LLOYD,,1.0,0.0,
848,Asia,Delivery in progress,CONFIRMED,22,30,Thailand,THESSALONIKI,40' Dry,Container,Sent,40,15.0,IPSEN,SEALAND,MAERSK,CASABLANCA,HAPAG LLOYD,,,,
849,Africa,Delivery in progress,CONFIRMED,25,30,Nigeria,LAT KRABANG,40' Dry,Container,Sent,19,,ONCF,HAPAG LLOYD,MAERSK,CASABLANCA,GAMMA,,1.0,,
850,Europe,Invoiced,CONFIRMED,25,0,Greece,LAT KRABANG,20',Truck,Sent,40,,SVN,MAERSK,SEALAND,CASABLANCA,HAPAG LLOYD,3.0,,,
851,Americas,Finalized,CONFIRMED,22,30,Thailand,,20',Vessel,Sent,40,30.0,IPSEN,HAPAG LLOYD,SEALAND,,SEALAND,,,0.0,
852,Americas,Deal concluded,CONFIRMED,22,0,Morocco,LAGOS,20',Vessel,Sent,19,25.0,SVN,SEALAND,MAERSK,CASABLANCA,HAPAG LLOYD,,,,
853,Europe,Deal concluded,CONFIRMED,25,20,Greece,THESSALONIKI,20',Container,Sent,0,15.0,SVN,HAPAG LLOYD,CMA CGM,JORF LASFAR,CMA CGM,3.0,,,
854,Africa,Invoiced,CONFIRMED,25,20,Thailand,THESSALONIKI,,Container,Sent,19,,IPSEN,MAERSK,MAERSK,,CMA CGM,,,0.0,0.0
855,Africa,Invoiced,CONFIRMED,25,44,Argentina,LAT KRABANG,40' Dry,Container,Sent,0,,SVN,MAERSK,MAERSK,CASABLANCA,SEALAND,3.0,,0.0,0.0
856,Africa,Deal concluded,CONFIRMED,22,25,Argentina,LAT KRABANG,40' Dry,Container,Sent,27,25.0,IPSEN,MAERSK,HAPAG LLOYD,TANGER,MAERSK,,,0.0,
857,Asia,Invoiced,CONFIRMED,20,44,Morocco,LAGOS,20',Vessel,Sent,27,,SVN,HAPAG LLOYD,MAERSK,CASABLANCA,MAERSK,,,,
858,Asia,Deal concluded,CONFIRMED,25,0,Morocco,LAGOS,20',Container,Sent,33,25.0,IPSEN,MAERSK,SEALAND,CASABLANCA,MAERSK,,,,0.0
859,Europe,Delivery in progress,CONFIRMED,22,44,Morocco,,20',Container,Sent,19,25.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
860,Americas,Invoiced,CONFIRMED,20,44,Argentina,THESSALONIKI,,Vessel,Sent,27,60.0,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,HAPAG LLOYD,,,,
861,Africa,Deal concluded,CONFIRMED,22,20,Nigeria,LAT KRABANG,20',Vessel,Sent,27,15.0,SVN,CMA CGM,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,3.0,,,0.0
862,Africa,Invoiced,CONFIRMED,20,44,Nigeria,,20',Container,Sent,27,25.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,SEALAND,,,,
863,Europe,Invoiced,CONFIRMED,20,44,Morocco,,40' Dry,Container,Sent,19,30.0,ONCF,CMA CGM,BDP,,CMA CGM,,,,
864,Americas,Invoiced,CONFIRMED,25,44,Morocco,,40' Dry,Container,Sent,40,25.0,ONCF,MAERSK,MAERSK,,GAMMA,,1.0,,0.0
865,Americas,Invoiced,CONFIRMED,20,30,Nigeria,LAGOS,,Container,Sent,27,30.0,IPSEN,HAPAG LLOYD,MAERSK,,GAMMA,3.0,,,0.0
866,Americas,Deal concluded,CONFIRMED,22,44,Argentina,,20',Vessel,Sent,0,15.0,IPSEN,SEALAND,CMA CGM,,CMA CGM,3.0,,,
867,Africa,Finalized,CONFIRMED,20,0,Nigeria,THESSALONIKI,20',Container,Sent,19,60.0,ONCF,MAERSK,BDP,,SEALAND,,,0.0,
868,Africa,Invoiced,CONFIRMED,20,30,Nigeria,THESSALONIKI,20',Container,Sent,33,25.0,ONCF,SEALAND,BDP,,SEALAND,,,,
869,Asia,Invoiced,CONFIRMED,22,0,Morocco,LAT KRABANG,20',Container,Sent,40,,SVN,MAERSK,SEALAND,,HAPAG LLOYD,,,,
870,Africa,Invoiced,CONFIRMED,22,0,Nigeria,,40' Dry,Truck,Sent,33,15.0,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,GAMMA,,,,
871,Americas,Invoiced,CONFIRMED,22,25,Greece,BUENOS AIRES,20',Vessel,Sent,19,15.0,ONCF,MAERSK,SEALAND,CASABLANCA,CMA CGM,,,,
872,Asia,Delivery in progress,CONFIRMED,25,25,Morocco,BUENOS AIRES,20',Container,Sent,0,,ONCF,SEALAND,MAERSK,CASABLANCA,CMA CGM,,,,
873,Africa,Delivery in progress,CONFIRMED,25,30,Greece,BUENOS AIRES,,Container,Sent,0,15.0,IPSEN,SEALAND,BDP,JORF LASFAR,SEALAND,,1.0,,
874,Africa,Deal concluded,CONFIRMED,25,0,Argentina,THESSALONIKI,20',Vessel,Sent,40,15.0,SVN,SEALAND,SEALAND,CASABLANCA,GAMMA,,,,
875,Local Market,Invoiced,CONFIRMED,20,44,Argentina,THESSALONIKI,20',Vessel,Sent,40,60.0,IPSEN,SEALAND,BDP,CASABLANCA,MAERSK,,1.0,,
876,Americas,Invoiced,CONFIRMED,25,44,Morocco,BUENOS AIRES,20',Vessel,Sent,40,,SVN,SEALAND,SEALAND,TANGER,GAMMA,,,0.0,
877,Asia,Deal concluded,CONFIRMED,22,30,Nigeria,LAT KRABANG,20',Vessel,Sent,33,60.0,IPSEN,CMA CGM,MAERSK,JORF LASFAR,CMA CGM,,,0.0,0.0
878,Asia,Invoiced,CONFIRMED,20,30,Thailand,THESSALONIKI,20',Container,Sent,33,25.0,SVN,SEALAND,MAERSK,TANGER,GAMMA,,,0.0,
879,Europe,Deal concluded,CONFIRMED,22,44,Thailand,LAT KRABANG,20',Vessel,Sent,40,,ONCF,MAERSK,BDP,JORF LASFAR,HAPAG LLOYD,,1.0,0.0,
880,Europe,Invoiced,CONFIRMED,20,20,Argentina,LAGOS,40' Dry,Vessel,Sent,33,25.0,SVN,MAERSK,MAERSK,JORF LASFAR,MAERSK,,1.0,0.0,
881,Europe,Invoiced,CONFIRMED,22,0,Morocco,LAGOS,,Truck,Sent,0,,SVN,SEALAND,HAPAG LLOYD,JORF LASFAR,HAPAG LLOYD,3.0,,,
882,Americas,Finalized,CONFIRMED,20,44,Thailand,,20',Vessel,Sent,0,25.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,CMA CGM,,,,
883,Americas,Deal concluded,CONFIRMED,22,44,Morocco,,20',Vessel,Sent,27,,ONCF,CMA CGM,BDP,,CMA CGM,,,,
884,Local Market,Invoiced,CONFIRMED,20,25,Nigeria,LAGOS,20',Container,Sent,33,15.0,IPSEN,MAERSK,HAPAG LLOYD,,CMA CGM,,,,0.0
885,Americas,Deal concluded,CONFIRMED,25,44,Morocco,THESSALONIKI,,Truck,Sent,27,30.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,,,
886,Europe,Delivery in progress,CONFIRMED,20,20,Morocco,,20',Vessel,Sent,33,60.0,IPSEN,SEALAND,HAPAG LLOYD,CASABLANCA,GAMMA,3.0,1.0,,
887,Asia,Finalized,CONFIRMED,25,20,Argentina,LAGOS,40' Dry,Truck,Sent,40,,IPSEN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,GAMMA,,,0.0,
888,Africa,Deal concluded,CONFIRMED,25,20,Argentina,BUENOS AIRES,40' Dry,Container,Sent,27,25.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,CMA CGM,3.0,,,
889,Americas,Deal concluded,CONFIRMED,22,25,Nigeria,,20',Vessel,Sent,0,25.0,IPSEN,MAERSK,SEALAND,,GAMMA,,,0.0,
890,Americas,Invoiced,CONFIRMED,22,25,Thailand,BUENOS AIRES,,Container,Sent,27,15.0,SVN,MAERSK,CMA CGM,CASABLANCA,SEALAND,3.0,,0.0,
891,Americas,Finalized,CONFIRMED,22,20,Thailand,LAGOS,,Container,Sent,33,25.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,GAMMA,3.0,,,
892,Local Market,Deal concluded,CONFIRMED,22,20,Thailand,LAT KRABANG,20',Vessel,Sent,27,,IPSEN,SEALAND,MAERSK,CASABLANCA,MAERSK,3.0,,0.0,
893,Asia,Delivery in progress,CONFIRMED,25,30,Morocco,LAT KRABANG,40' Dry,Container,Sent,0,60.0,SVN,SEALAND,BDP,CASABLANCA,MAERSK,,,0.0,0.0
894,Africa,Deal concluded,CONFIRMED,25,0,Argentina,LAT KRABANG,20',Container,Sent,27,15.0,ONCF,MAERSK,HAPAG LLOYD,TANGER,HAPAG LLOYD,,,,
895,Asia,Delivery in progress,CONFIRMED,20,0,Argentina,,20',Vessel,Sent,40,60.0,ONCF,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
896,Americas,Finalized,CONFIRMED,20,25,Morocco,BUENOS AIRES,,Truck,Sent,40,,ONCF,MAERSK,CMA CGM,CASABLANCA,GAMMA,,,,
897,Europe,Invoiced,CONFIRMED,20,0,Greece,LAGOS,20',Vessel,Sent,27,,IPSEN,SEALAND,BDP,JORF LASFAR,CMA CGM,,1.0,,
898,Local Market,Invoiced,CONFIRMED,25,30,Argentina,THESSALONIKI,20',Container,Sent,33,30.0,IPSEN,CMA CGM,BDP,JORF LASFAR,SEALAND,,,,
899,Asia,Delivery in progress,CONFIRMED,22,0,Greece,LAT KRABANG,40' Dry,Vessel,Sent,40,25.0,IPSEN,MAERSK,CMA CGM,,SEALAND,,1.0,,
900,Africa,Finalized,CONFIRMED,25,0,Nigeria,LAGOS,20',Vessel,Sent,0,60.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,MAERSK,,,,
901,Asia,Delivery in progress,CONFIRMED,20,30,Nigeria,LAT KRABANG,,Container,Sent,33,,ONCF,SEALAND,BDP,CASABLANCA,MAERSK,,,,
902,Europe,Deal concluded,CONFIRMED,22,0,Nigeria,,20',Vessel,Sent,19,60.0,SVN,SEALAND,MAERSK,JORF LASFAR,MAERSK,3.0,,,
903,Europe,Deal concluded,CONFIRMED,22,44,Argentina,LAGOS,20',Container,Sent,27,60.0,ONCF,MAERSK,HAPAG LLOYD,,HAPAG LLOYD,,,,
904,Asia,Deal concluded,CONFIRMED,20,0,Greece,LAGOS,,Container,Sent,40,60.0,SVN,CMA CGM,HAPAG LLOYD,TANGER,MAERSK,,,,
905,Africa,Deal concluded,CONFIRMED,22,0,Nigeria,LAT KRABANG,20',Vessel,Sent,33,25.0,SVN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
